Reporter REF	Unknown:VALUE	Unknown:VALUE	Unknown:VALUE	Unknown:VALUE	Unknown:VALUE	Unknown:VALUE
A_23_P141100	0.0901221	-0.03995892885	0.331005	-0.217607488	0.0738135	-0.1119737028
A_23_P141126	-0.0588325	0.4354379006	-0.218593	0.208073163	0.170936	0.2001420342
A_23_P141142	0.0744398	-0.08167866289	0.105953	0.1329034164	-0.21876	0.06409397326
A_23_P141146	0.134794	0.04156327552	0.175216	-0.0667091642	-0.170996	-0.09715433484
A_23_P141163	0.361423	-0.2620506438	0.226162	-0.4319405488	0.128711	-0.273624389
A_23_P141173	-0.0731595	-0.03308043595	-0.0323593	0.01833942857	-0.126977	0.05069616869
A_23_P141180	-0.0265847	-0.302891923	0.325401	-0.09736314363	-0.148816	-0.1444812781
A_23_P141191	0	-0.2032369344	0.0828135	0.1006905506	0.552014	0.03525502958
A_23_P141194	-0.142709	-0.2123654451	-0.118371	0.06516606341	0.252038	-0.04226367401
A_23_P141208	-0.0555938	-0.186868467	-0.000810569	0.01576032332	-0.101499	-0.0004360133072
A_23_P14124	-0.0583935	-0.06577485592	-0.106295	0.02338682276	0.1626	0.1286592781
A_23_P141248	0.185485	-0.0346930536	0.00179589	-0.3649799262	0.055284	-0.0489347749
A_23_P141302	-0.169677	-0.1820339107	-0.0732729	-0.04702469079	0.16307	0.08981633012
A_23_P141306	-0.0635267	-0.271202757	-0.300463	0.03751249006	-0.236806	0.05536825361
A_23_P141315	0.0873007	0.0003933048429	-0.0725139	0.07455741124	0.0590224	0.1267211542
A_23_P14132	-0.594189	-0.4352207414	-0.298395	-0.06224011375	0.564509	-0.2501532026
A_23_P141329	0.237963	0.07813398777	0.0117835	0.09139008028	0.0972366	0.1872874542
A_23_P141335	-0.0770643	-0.008154188528	0.0652064	-0.02302722101	-0.291209	-0.2234195223
A_23_P141342	-0.0038503	-0.009306726668	-0.0255071	-0.005223581158	-0.222758	0.008450164753
A_23_P141345	-0.136481	0.1788777686	-0.160154	-0.008259630796	-0.2515	0.1150669623
A_23_P141346	-0.549805	0.2825285275	-0.405542	0.4550407172	0.920045	0.370076659
A_23_P141362	-0.447189	0.2240898432	-0.94967	0.2548253131	0.811731	0.2503800609
A_23_P141367	0.139584	0.2353501351	-0.00908375	0.3534812747	0.206352	0.1412465603
A_23_P141376	0.0241728	0.8846641547	0.0431229	0.08536785996	0.485376	-0.04253712129
A_23_P141389	0.0151888	0.03137861496	-0.232128	0.355242098	0.0264629	0.169848368
A_23_P141394	-0.284414	0.3345947847	-0.485166	0.8489001973	0.72223	0.6697067778
A_23_P141405	-0.0881543	-0.1166603809	-0.240836	0.2438129672	0.340742	0.01938690383
A_23_P141415	-0.449967	-0.02455539951	-0.156688	0.04031040836	0.460369	0.1172222778
A_23_P141429	0.0590742	-0.1289205198	-0.00699917	0.03350123745	-0.278112	0.08477525966
A_23_P141434	-0.0949094	-0.6321673197	0.106881	-0.1381939906	0.289756	-0.2219218556
A_23_P141447	0.149264	0.1916402324	-0.0698822	0.07606792541	-0.245592	0.1096944399
A_23_P141459	-0.0520207	-0.08564547868	-0.0376759	-0.01786737814	-0.0329646	0.0466594501
A_23_P141467	0.102122	-0.4651470506	0.344838	-0.07193176821	-0.134909	-0.0275539667
A_23_P141479	-0.127163	-0.2394973794	-0.0561067	0.09001661325	0.147574	0.05547915694
A_23_P141484	-0.205446	-0.4193203427	-0.222122	-0.1258800325	0.3908	-0.3841897088
A_23_P141505	-0.0496166	-0.2239036877	0.150845	-0.01778638923	-0.121776	-0.001176850601
A_23_P141508	0.133246	0.2235267396	-0.0744878	0.05672051722	0.0443505	0.1067754152
A_23_P141520	0.152114	-0.09646362783	0.00372304	-0.02221734072	-0.225682	-0.01420233998
A_23_P141549	0.0366597	-0.05464909027	0.0998777	0.04769030722	-0.00885384	-0.04927676065
A_23_P141555	-0.0779729	0.06135540151	-0.26783	0.1482544039	0.0734351	0.08046800014
A_23_P14157	-0.472967	0.1400079924	-0.446682	0.1014297515	0.500438	0.29932146
A_23_P141600	-0.0712934	-0.1535254323	0.00651642	-0.1258215147	-0.233017	0.02667608858
A_23_P141606	0.0178387	0.004955071388	-0.016593	0.09385413888	0.0542049	0.1676177454
A_23_P141624	-0.12046	-0.2020599575	-0.0182585	-0.08387720513	0.257771	-0.1304911338
A_23_P141636	0.283248	0.1169941377	0.219585	0.1624186911	-0.0802494	0.1134006167
A_23_P14165	0.176394	-0.1490708293	-0.13109	0.1692655527	0.290262	0.2209789961
A_23_P141651	0.225491	-0.06930229685	0.108201	-0.1666862836	-0.0546829	-0.2085832825
A_23_P141656	-0.0758644	-0.03390708901	0.0598131	0.1778898944	0.036139	0.07264463003
A_23_P141665	-0.0444507	-0.03044858947	-0.0715126	-0.0374510124	-0.293423	0.05695976233
A_23_P141680	0.000608238	-0.05209350689	0.121629	-0.1177559057	-0.0345568	0.005256122503
A_23_P141688	-0.433792	0.6894997899	-0.392984	0.4200504123	0.577295	0.390127944
A_23_P141699	-0.039985	-0.21165129	0.152403	-0.07183758849	-0.145717	-0.09791945005
A_23_P141706	-0.0855986	0	-0.0532181	0.2551918073	-0.0256456	0.2020371196
A_23_P141715	-0.237029	-0.248662716	-0.218992	-0.2724022055	0.327229	-0.3499148731
A_23_P141717	-0.108237	-0.3266384187	-0.119486	-0.3113918163	0.333119	-0.3107282185
A_23_P141730	0.00579121	-0.004704947525	-0.0704388	-0.1202099085	0.0480701	-0.01963160451
A_23_P141738	0.018194	0.265916264	-0.167048	0.150874434	-0.00639656	0.2437652212
A_23_P14174	-0.0197287	0.2575732536	-0.0826921	0.25748215	-0.0374412	0.1997128278
A_23_P141764	0.0262604	0.1296523061	0.0159943	0.1167637146	0.215656	0.3176736262
A_23_P141770	0.0686184	0.4578183742	0.0644342	-0.01103269365	-0.0331726	0.07369765845
A_23_P141779	0.0923127	-0.08193633465	0.0308952	-0.05173539691	0.0488378	-0.04086152732
A_23_P141785	-0.128015	0.01346013286	-0.105926	-0.03593815205	-1.08158	0.03538852862
A_23_P141802	0.0162227	0.08847776395	-0.021892	0.03621327623	-0.202241	0.01032506971
A_23_P14184	0.16431	0.2571496966	0.309077	0.01411653022	-0.0211244	0.112932786
A_23_P141847	0.276566	-0.1632896149	0.444631	-0.1399810172	0.0749159	-0.2931628141
A_23_P141856	0.0268566	-0.1571069464	0.177158	-0.22641269	0.000716245	-0.1363423374
A_23_P141863	0.178827	-0.1326188892	0.185529	-0.407199242	-0.00589511	-0.3229034861
A_23_P141866	0.321616	-0.1685911752	-0.0536504	-0.1830833814	-0.0365158	-0.05532459827
A_23_P141893	0.357207	-0.3138326437	0.53493	-0.168639925	-0.334716	-0.2733632868
A_23_P141894	0.0582208	0.1512428959	-0.0378943	-0.1155961634	-0.0267953	0.1133053806
A_23_P141917	-0.385531	-0.1338797809	0.278328	-0.03817809258	0.107599	-0.1006461253
A_23_P14193	0.0412553	-0.08505187819	0.00305274	-0.08439140103	-0.29455	-0.006862522384
A_23_P141939	0.0609813	0.08913610334	-0.0419457	0.04538203424	-0.283053	0.130628841
A_23_P141946	-0.23063	0.6135156599	-0.43617	0.8072078315	0.300571	0.6076605832
A_23_P141960	-0.0717698	0.3508831587	-0.105235	0.2174910046	0.00579466	0.2228618519
A_23_P141965	0.170473	0.1188919901	0.302716	0.109221997	0.0735809	0.1034917908
A_23_P141974	-0.198867	0.3374645921	-0.160889	0.2173152333	0.359011	0.5115191761
A_23_P141992	0.120538	-0.0663638867	0.145385	-0.06678098697	-0.147915	-0.2787682525
A_23_P142013	-0.0166604	-0.1811162733	0.0983283	-0.05391880278	-0.0644583	0.02706409539
A_23_P142018	-0.00051508	0.145244746	-0.0386296	0.07661537417	0.121451	0.05770393936
A_23_P142022	0.107357	-0.1150061829	0.160552	-0.02082432898	0.239657	-0.08966324482
A_23_P142031	-0.0171034	-0.04467409485	-0.172432	0.09288001747	0.06419	0.03329422432
A_23_P142037	0.106869	-0.2797982387	0.0141475	0.06768300714	0.0691817	0.05464228453
A_23_P142045	0.141878	-0.07251102482	0.368927	-0.1779312387	-0.167702	-0.4365133341
A_23_P142055	0.0856763	0.02812213436	0.102736	0.02125748755	-0.175182	-0.03265225409
A_23_P142070	0.145131	0.05685887116	0.183054	0.07993972341	-0.249904	-0.1360665325
A_23_P142075	-0.137021	-0.1418424881	-0.451495	0.01016437662	0.282224	-0.0295631719
A_23_P142096	0.027656	0.1478718306	-0.0437172	0.09151664452	-0.157892	0.1881884591
A_23_P142125	-0.106833	0.2779085831	-0.19457	0.3912836003	0.0509032	0.325850847
A_23_P142146	-0.0629279	0.1352986174	-0.0503321	0.3207289629	0.110741	0.06824355389
A_23_P142154	0.00227893	-0.09872712637	0.0253843	0.125898336	-0.107787	0.07829635948
A_23_P14216	-0.0465088	-0.2738398189	0.0800144	-0.000367070141	0.0297451	-0.01428828713
A_23_P142173	0.026692	-0.06050468697	0.00224269	-0.03290510744	-0.26029	0.01770066317
A_23_P142174	0.00434166	-0.09468938908	0.05111	0.01064263094	-0.273368	-0.1295925631
A_23_P142187	-0.061782	-0.1167517896	0.0699565	0.05634235163	-0.231941	0.1008484241
A_23_P142197	-0.0507913	-0.370113543	0.243933	-0.1289242425	-0.105393	0.0130803214
A_23_P142201	-0.320958	0.02650210999	0.116352	-0.118145802	0.402779	-0.04463539815
A_23_P142205	-0.0850835	-0.1612317265	-0.123731	0.09967921955	-0.116029	0
A_23_P142239	-0.0987524	0.1881799631	0.179073	0.07745032182	-0.309043	0.1474630005
A_23_P142250	0.315447	-0.2706376498	0.461452	-0.05082942957	-0.30625	-0.232317878
A_23_P142255	-0.0566611	-0.05562629939	0.0877995	-0.0834765469	-0.132368	-0.116169489
A_23_P142272	0.132942	-0.03393117889	-0.00625316	-0.02639146441	-0.0743784	-0.07927329224
A_23_P142289	-0.147034	0.1263308186	-0.207885	0.3061695443	0.386552	-0.01060090939
A_23_P142294	-0.0388095	0.088047615	-0.108082	0.4413027403	0.190691	0.4008694501
A_23_P142304	0.0594194	0.108750424	0.298127	-0.1704667798	0.117721	-0.3471977949
A_23_P142310	-0.0370905	-0.3325688589	0.0699568	-0.04604823488	0.108035	-0.2434043521
A_23_P142322	0.0790488	0.01579413979	-0.379618	-0.3395397005	0.00613941	-0.09072850675
A_23_P142325	0.199015	-0.09342603738	0.0748694	0.1325614623	0.321465	0.2272721367
A_23_P142333	-0.00981362	0.02868299562	0.0338644	0.03906944702	-0.235442	-0.05060065777
A_23_P142335	0.0119698	-0.1803183524	0.0931327	0.02929032265	-0.263755	0.0128188465
A_23_P142345	-0.0548605	-0.06722158304	-0.0432863	-0.06622196612	0.0127997	0.01591928682
A_23_P142361	-0.35993	0.1761771274	0.0586617	-0.0867845739	0	-0.08300344732
A_23_P142380	0.0767796	0.04329469246	0.0623067	0.1507169825	0.0220765	0.1724731946
A_23_P142389	-0.62044	-0.8455643203	-0.584921	-0.608773822	0.397454	-0.617514045
A_23_P142395	0.00444909	0.09494288239	0.0329098	0.03223276208	0.157473	0.1033974114
A_23_P142403	0.0737467	0.0430812757	0.0304826	0.03511378859	-0.0219453	-0.03145613102
A_23_P142407	-0.00987097	0.02556024483	-0.012052	0.1675345251	0.0485206	0.09705718233
A_23_P142421	-0.195724	-0.0271837883	0.510473	-0.01127819569	-0.0709207	-0.03213588706
A_23_P142424	-0.03142	0.2345662364	0.240681	0.3376915223	-0.0767153	0.3192457211
A_23_P142447	-0.459343	0.08305660673	-0.309844	0.5033217726	0.088835	0.1637628717
A_23_P142455	-0.0553948	-0.1095874598	0.0889499	-0.06404688412	-0.14559	-0.05400441089
A_23_P142475	-0.170096	-0.05989844346	0.211279	0.2036750048	0.228131	-0.1839312376
A_23_P142497	-0.0209532	-0.01543962952	0.00683312	-0.03994584997	-0.0652857	0.02321752282
A_23_P142506	-0.248799	0.688352802	-0.435628	0.4283980915	-0.0501257	0.132662402
A_23_P142518	-0.154227	-0.0119460674	-0.0276317	0.02030522321	-0.061822	0.01518450011
A_23_P142533	-0.561254	0.6810112726	-0.803627	0.8397200269	0.543853	0.7223188789
A_23_P142537	0.234256	0.01819662109	-0.0190014	0.01097546807	0.0310048	0.05733125445
A_23_P14255	-0.0454324	-0.0701609217	-0.00440734	0.1139446142	-0.174516	0.06357276354
A_23_P142560	-0.158792	0.4625612834	-0.529446	0.3302187539	0.198139	0.356648522
A_23_P142574	0.098167	0.05784907718	0.195876	0.06614484046	-0.367746	-0.1236749329
A_23_P142590	0.0624468	0.213091452	0.24858	0.06343625874	0.0307619	0.09336122242
A_23_P142606	-0.0074527	-0.07331545051	-0.0859852	-0.2977752773	-0.143656	-0.02058446222
A_23_P142616	0.139351	-0.1633604613	0.295981	-0.2949784733	-0.0557569	-0.2397218944
A_23_P142631	-0.336091	0.3950558093	-0.0553129	0.1137397639	-0.0869238	0.4264212726
A_23_P142634	-0.117202	-0.09344688375	0.0558276	0.1213524738	0.277377	0.05349399337
A_23_P142671	0.0493253	-0.09406830593	0.139494	0.01453040061	-0.0247677	-0.06159889849
A_23_P142676	0.0568674	0.2013966509	-0.0404968	0.09175534399	-0.0236663	0.1189962533
A_23_P142688	0.131214	-0.02823571979	0.218453	-0.027535599	-0.125142	-0.3289229286
A_23_P142697	-0.632977	-0.8681154468	-0.139195	-0.5996258312	0.490634	-0.8048930007
A_23_P142708	0.209224	0.1978469476	-0.158556	0.2346876257	0.116407	0.3215151888
A_23_P142714	0.0852401	0.120387553	0.170909	-0.0644627741	-0.065899	-0.02526837678
A_23_P142724	0.107141	-0.003750135887	0.07126	0.3246051578	0.136886	0.03842846677
A_23_P14273	-0.148328	0.3130442725	-0.299771	0.3066382945	0.141434	0.1883102819
A_23_P142738	-0.129239	0.4496498429	0.0601561	0.106073468	0.0332645	-0.02604474145
A_23_P142750	-0.0819513	0.4760725005	-0.157467	0.1720493468	0.00249476	-0.08488616915
A_23_P142756	-0.292369	-0.02515547213	-0.0322135	0.07961082254	0	0
A_23_P142765	0	-0.2567194095	0	0.2643559943	0	0
A_23_P142776	0.072981	0.04701407963	-0.117294	-0.2023914264	0.0126925	-0.07742996311
A_23_P142796	-0.218678	0.1010134081	-0.299934	0.3266243671	0.0843009	0.1786444601
A_23_P142804	-0.786802	0	-0.295684	0.2800349617	0	0
A_23_P142815	0.123886	-0.3972078344	0.160171	-0.2474415154	-0.177764	0.08375106251
A_23_P142830	-0.353235	0.2438048295	-0.0689067	0.01219673971	-0.0476778	0.02048091482
A_23_P142835	-0.0180305	-0.1651324844	0.109918	-0.04995258388	-0.370303	-0.05733420019
A_23_P14284	-0.0501612	-0.0828697203	-0.200675	-0.06678647952	0.219927	-0.0713933869
A_23_P142849	-0.227468	0.4509549942	-0.466297	0.2661597032	0.420807	0.2032727494
A_23_P142849	-0.288542	0.4534641582	-0.48348	0.3001121075	0.451854	0.4591331893
A_23_P142849	-0.301287	0.4548337365	-0.5178	0.3210156876	0.473326	0.4733026315
A_23_P142849	-0.310832	0.4603439236	-0.519505	0.3437906474	0.47809	0.4766399795
A_23_P142849	-0.314473	0.4791336457	-0.526089	0.3568099696	0.507463	0.491398354
A_23_P142849	-0.317912	0.4822768319	-0.536863	0.3869814482	0.511336	0.4957562187
A_23_P142849	-0.335329	0.4843944946	-0.545487	0.3977572057	0.517449	0.4973241582
A_23_P142849	-0.337062	0.4888415726	-0.559497	0.4035803944	0.51892	0.5171167953
A_23_P142849	-0.378738	0.4915067875	-0.567717	0.4165837491	0.524092	0.566664689
A_23_P142849	-0.379863	0.4931611066	-0.575472	0.4727260343	0.539121	0.5807605751
A_23_P142856	-0.0859833	-0.08598634556	-0.124163	0.01853965908	-0.100547	-0.009314712844
A_23_P142861	-0.0603269	-0.1449925267	0.00762189	-0.01844109421	-0.0464514	-0.09219709085
A_23_P142872	-1.03234	0.6234958963	-0.574106	0.5126658352	0.422631	0.4294445056
A_23_P142878	-0.249512	0.4972160326	-0.542662	0.5093305649	0.177906	0.4903616271
A_23_P142918	0.112013	-0.1583477207	0.259252	-0.1959182147	0.312488	-0.1692048577
A_23_P14295	0.284943	-0.2093520629	0.0523478	-0.2619262475	-0.298098	-0.2609587481
A_23_P142950	0.0657709	-0.07605861344	-0.0334302	0.04990799061	-0.0162164	-0.1048541252
A_23_P142969	0.211054	-0.06879470193	-0.00525876	-0.08690935627	0.0423072	0.07254531791
A_23_P142974	-0.169071	0.1679167036	-0.454465	0.5397935936	0.311419	0.4515657274
A_23_P142994	0.183585	-0.07418476882	-0.063477	0.06581663276	-0.0214688	0.08212757388
A_23_P143006	-0.0132456	0.02630062179	-0.0115064	-0.06202790599	-0.171447	-0.002934703544
A_23_P143016	0.0277825	-0.2645397103	0.24601	0.09556798967	0.0107432	-0.0274583643
A_23_P14302	0.22537	-0.1514608057	0.274787	-0.198312071	-0.398434	-0.2820353786
A_23_P143029	-0.0344234	-0.5441047847	-0.120031	0.07061622715	-0.13979	-0.1467247194
A_23_P143034	0	0	0	0	0	0
A_23_P143047	0.332601	-0.06419411098	0.366992	-0.2353058443	0.0931269	-0.2583705852
A_23_P143068	-0.302523	0.2661791562	0.211534	0.2177902319	0.311617	-0.165293213
A_23_P143083	-0.0109013	-0.06590495295	-0.0332333	0.006694284907	-0.0864905	0.09317329702
A_23_P143089	-0.131179	0.1015226016	-0.147489	0.1443105777	0.120977	0.2336471351
A_23_P1431	0.204262	0.2909405871	0.145738	-0.07735457255	-0.116701	0.02410155389
A_23_P143102	-0.00053025	-0.06955177841	0.129061	-0.06483518536	-0.212483	0.005642511519
A_23_P143120	0.0238012	-0.1299815858	0.0633577	-0.1250564197	-0.177693	-0.04050835707
A_23_P143127	0.101942	0.2920272409	0.0190081	0.6087317	0.175887	0.3303070423
A_23_P143143	-0.319351	0.3327412995	-0.528611	0.2349579189	0.285541	0.3133804537
A_23_P143147	-0.0763091	0.03202068126	-0.122998	-0.0406349654	0.269836	0.1763542353
A_23_P143173	0.114068	-0.1168582112	0.0909771	0.214207496	0.169825	0.06390158582
A_23_P143178	0.107171	-0.2004629374	0.110552	0.01183814557	-0.244363	0.03334807043
A_23_P143190	0.0779546	-0.1694298555	-0.0117252	0.01313628702	-0.220846	-0.005517109606
A_23_P143199	0.143118	0.02725019466	0.0432761	0.02567865987	-0.0400582	0.08741326535
A_23_P143218	0.236538	-0.06271446193	0.0759754	-0.1715189426	-0.0609736	-0.2798185462
A_23_P143242	-0.138273	-0.2700501933	0.231305	-0.06530620784	0.101905	-0.1057747485
A_23_P143247	-0.0482178	-0.09617851721	0.116029	0.06700890698	0.130935	0.03022312344
A_23_P143274	0.00702271	-0.3815918329	0.269046	-0.03837074163	-0.15293	-0.2003101843
A_23_P143285	-0.0305415	0.02786191639	-0.0117339	-0.08667944497	-0.975529	-0.07593607151
A_23_P143288	0	0	0.106749	-0.1648854988	0.395443	0
A_23_P143303	0.0167571	0.0201113653	0.113154	0.06558847651	0.0512915	0.1395791083
A_23_P143309	0.0195077	-0.1052843119	0.0456641	-0.1501465568	-0.138698	0.04547819054
A_23_P143316	-0.0555302	-0.1275860818	-0.0911629	0.04887977927	-0.185413	0.01078963496
A_23_P143331	-0.824979	0.1417402356	-0.874491	-0.1339828661	0.77562	-0.5606716864
A_23_P143334	0.142965	-0.04247195563	0.00757	-0.1917144097	0.0274872	0.01120645993
A_23_P143348	0.117632	-0.01115677266	-0.0424072	-0.01384547288	-0.214457	-0.02926626521
A_23_P143356	-0.0177727	-0.06876103019	-0.0456288	-0.06961479045	-0.119965	-0.1316402309
A_23_P143365	-0.198853	0.0749101596	-0.189553	0.1789723564	-0.0146783	0.02062893817
A_23_P143374	-0.183203	0.2105089259	0.0497234	0.185285482	0.229492	0.1550946411
A_23_P143399	0.0277178	0.09371245966	0.0469006	0.09009818943	-0.108982	0.1786187392
A_23_P14340	0.157243	-0.01377236038	-0.139833	0.1312207689	0.318372	0.2276146635
A_23_P143414	-0.122984	-0.2533550929	0.0989355	0.1973454125	0.216288	0.02391425692
A_23_P14343	-0.120968	-0.3039193947	-0.148254	-0.214271155	-0.0376656	-0.180162124
A_23_P143446	0.0909625	0.04572302446	-0.111381	0.1048885932	0.085508	0.09511427372
A_23_P143461	0.0640462	-0.0669322914	-0.0555081	-0.03708097899	-0.114098	-0.01980904242
A_23_P143474	-0.0343682	-0.2671259656	0.0168908	-0.05030765566	0.135843	-0.09947555172
A_23_P143484	0.0732708	-0.3664629153	-0.00777073	-0.1014592137	0.230219	-0.1195633224
A_23_P14351	0.0831083	-0.6228173083	0.0910278	-0.610464956	0.417897	-0.3756454908
A_23_P143512	0.00965698	0.4799296608	0.0887638	0.3321479574	-0.293739	0.2639317359
A_23_P143514	0.204778	0.1699971838	0.1725	0.173257856	-0.0112299	-0.04685123243
A_23_P143526	-0.78917	-0.007938402396	-0.425743	0.3801127221	0.703166	0.7792468386
A_23_P143535	0.0271411	-0.2153546467	0.199225	0.0410112349	0.0964082	0.1985181535
A_23_P143551	0.0677218	0.1868073591	-0.184756	-0.1218192717	0.0549936	-0.1265915386
A_23_P143559	-0.228437	0.1645517765	-0.193677	0.3408140094	-0.0171599	0.2106668146
A_23_P143569	-0.039571	0.1211043511	-0.0772844	-0.04027385215	0.0530438	-0.08435026946
A_23_P143580	0.029591	0.3195291148	0.131465	-0.151460403	0.0573954	-0.1224863968
A_23_P143600	-0.07248	-0.1989920527	0.456938	-0.1359263446	0.00617128	0.04319284222
A_23_P143621	0.119087	0.009801460437	-0.0555648	0.1748742543	-0.0472954	0.08511269627
A_23_P143643	-0.12509	0.0423660191	-0.13293	0.07480499377	0.106623	-0.02127866951
A_23_P143650	0.164819	0	0.267869	0.03695687458	-0.198899	0.1547435606
A_23_P143662	0.0436371	0.1861171693	0.285031	0.04288370645	-0.122245	0.04711887078
A_23_P143673	-0.207868	0.3529346809	-0.128851	0.1066986722	-0.277885	-0.06484040061
A_23_P143676	-0.343068	-0.07161219689	0.144199	0.2901299116	0.391438	0.132864522
A_23_P14369	-0.0625424	0.03619776709	-0.0752798	0.2466226172	-0.0672852	0.1608494756
A_23_P143692	-0.0397743	-0.1552592716	0.126486	-0.008086380338	-0.235518	0.01216949616
A_23_P143694	-0.103521	0.0751185627	-0.101649	0.3679163912	-0.00869473	0.2841979256
A_23_P143713	-0.203522	0.3825132724	-0.442273	0.447655135	0.349756	0.599973864
A_23_P143720	0.0360152	0.1781485023	-0.0502401	0.02200533912	-0.205468	0.03572738434
A_23_P143734	0.0564871	0.07542263504	0.132664	0.03417286101	-0.265452	-0.02323787042
A_23_P143748	0.076619	0.026670215	0.0377504	0.0270338434	-0.00926968	-0.06849027886
A_23_P143774	-0.0129112	-0.1669953607	-0.00274487	-0.1232320459	-0.0519832	-0.06390601009
A_23_P143811	0.0212705	-0.0009768636097	-0.0351049	0.01721199042	-0.183925	0.04753605706
A_23_P143817	-0.0812834	0.5398707314	-0.0173243	0.4551653869	0.194124	0.02263750121
A_23_P143838	0.0465229	0.8131308664	-0.0906183	0.2866852154	0.378832	0.2006742663
A_23_P143845	0.0303288	0.4603453854	-0.370951	0.3784432286	0.436165	-0.1615795198
A_23_P143857	-0.107732	-0.251276287	0.616324	0.1808420335	-0.233359	-0.4026768265
A_23_P143867	0.21704	-0.01490109254	0.147902	0.1216059749	0.0332157	0.1017103583
A_23_P143885	-0.169681	0.2930635952	-0.451518	0.04676807091	-0.0112051	0.1273827811
A_23_P14389	0.148214	-0.1943952404	0.132693	-0.04166593224	-0.222164	-0.04474217581
A_23_P143902	0.0500775	0.3218800851	-0.0317655	0.1488340232	-0.321249	0.04333240291
A_23_P143906	0.204954	-0.3110358428	0.433275	-0.5763128031	-0.223795	-0.6608817181
A_23_P143916	-0.232528	-0.08061646419	-0.242898	-0.1282976675	0.254235	-0.224659187
A_23_P143926	0.525365	0.3795377159	0.143328	-0.1967968957	-0.170936	0
A_23_P143935	0.0879691	0.01471371357	0.101313	0.04525112371	-0.115923	0.168615152
A_23_P143952	0.129873	0.05164683346	0.218706	-0.01651782861	-0.227157	-0.01025983986
A_23_P143958	-0.109694	0.07222420301	-0.239344	0.5646787431	0.275939	0.40747394
A_23_P143964	-0.273377	0.3048056958	-0.274048	0.525066848	0.0162335	0.5824159124
A_23_P143981	-0.186496	0.625151966	-0.0949384	0.2866215282	0.160277	0.4972124922
A_23_P143987	0.0610488	0.02321679892	-0.107853	0.0976634814	0.122803	0.2534433391
A_23_P143994	-0.0271021	-0.100386776	-0.0715593	-0.003778974487	-0.253368	0.1383640194
A_23_P144005	-0.105696	0.01378605917	-0.0377963	-0.04140711229	-0.160492	0.04497748607
A_23_P144020	-0.000774615	0.04520844846	0.00269775	-0.1089183349	0.283803	0.0497387359
A_23_P144054	-0.210981	0.1090620415	-0.144793	0.1341913639	-0.0450437	0.2438178389
A_23_P144071	0.0852187	0.1480096335	0.372582	0.1138083089	-0.138517	-0.08473474896
A_23_P144096	-0.283723	0.5788256756	-0.170971	0.5048475754	0.798499	0.5644782865
A_23_P144113	-0.196088	0.3478374258	-0.0154834	0.05712764856	0.230549	0.00358757439
A_23_P144123	-0.03067	0.08044943659	0.0505824	-0.02214034207	-0.204014	-0.01561387732
A_23_P144126	0.0483894	-0.08699051018	0.0765505	0.08645476075	-0.226117	0.1241089978
A_23_P144134	0.156968	0.2272408764	0.0429396	0.005029115706	-0.172442	-0.1176298649
A_23_P14414	0.0380729	0.03793183724	-0.0948947	0.03029834929	-0.337725	0.04653500315
A_23_P144145	0.142505	0.05498686198	0.212022	0.2507896423	-0.0456857	0.06547561679
A_23_P144151	0.0657127	0.1226237704	0.057761	0.1043366747	-0.178926	0.009090864516
A_23_P144165	0.0818515	-0.1286030817	0.128291	-0.3302672712	0.0389788	-0.3269956115
A_23_P144179	0.214521	-0.0877465241	0.112464	-0.05740038101	-0.100408	-0.003732259921
A_23_P144188	0.105028	0.0554602156	-0.539139	0.1124559937	0.417893	0.1593864872
A_23_P144202	0.113719	-0.002586164444	0.00804486	-0.02173226661	-0.172017	0.02600266426
A_23_P144208	0.068231	0.1193886336	0.12304	-0.1124123494	-0.0265975	0.03255215223
A_23_P144224	0.13889	-0.07974614109	0.0184464	-0.516718196	-0.045205	-0.4499855056
A_23_P144244	-0.000996824	-0.3265642816	0.0721816	-0.07652261574	-0.175242	-0.1570082544
A_23_P144257	0.100214	0.04333566299	0.0178614	-0.3530880479	-0.187091	-0.290181356
A_23_P144264	0.179949	-0.08807097647	0.202541	-0.452506461	-0.184502	-0.4415214378
A_23_P144274	0.170345	0.3944250929	0.492606	-0.5318506587	-0.136468	-0.218562203
A_23_P144294	-0.061203	-0.03771720619	0.0385119	0.102304463	0.0335986	0.0817532599
A_23_P144311	0.192226	0.05309278838	-0.0943798	-0.1673430011	-0.106073	-0.1338588497
A_23_P144317	-0.0335998	-0.01591398215	0.0941536	0.01538586362	0.0941681	0.1244353147
A_23_P14432	-0.216488	0.391768289	-0.594361	0.3398288204	0.187507	0.1545986068
A_23_P144326	-0.0531356	-0.1649717828	-0.133729	-0.05694980552	-0.199876	0.1346026275
A_23_P144337	0.0949722	0.01795129435	-0.0622046	-0.007652391843	-0.105297	0.02662840613
A_23_P144348	-0.275998	0.7951499559	-0.458236	0.3950764389	0.411568	0.1608565507
A_23_P144357	0.155681	-0.3190227335	-0.00897441	0.08038183234	0.294169	0.2885495459
A_23_P144369	-0.276557	0.07369002328	-0.612418	-0.1542725738	0.440705	0.001651110573
A_23_P144378	0.0992631	0.1276863998	-0.121756	-0.004090464892	0.032153	-0.21206756
A_23_P144384	0.137696	-0.158412284	0.000453554	-0.09568699871	0.0892481	0.05683378069
A_23_P144394	-0.216181	0.03738724841	0.0278318	-0.02797683271	-0.191713	0.03950278269
A_23_P144417	0.264985	-0.002610528718	0.0169883	-0.1517046452	-0.234817	-0.0996049616
